,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,
246.7,4,0,4,1,3,2,5,0,0,246700
246.8,2,2,2,3,2,3,1,0,0,246800
246.9,2,2,0,3,4,1,4,0,4,246900
247,0,3,4,4,3,2,1,0,3,247000
247.1,1,2,1,2,3,3,4,0,0,247100
247.2,2,2,4,3,4,2,1,1,2,247200
247.3,6,5,4,3,3,3,0,0,3,247300
247.4,0,2,3,3,9,1,3,1,4,247400
247.5,4,1,2,0,2,6,3,2,3,247500
247.6,2,2,2,1,1,2,1,1,3,247600
247.7,2,2,3,4,3,3,2,0,4,247700
247.8,1,2,0,3,2,2,1,0,8,247800
247.9,1,2,2,2,3,6,1,0,3,247900
248,0,1,2,2,8,2,3,1,6,248000
248.1,4,3,1,2,2,2,1,0,4,248100
248.2,1,0,3,1,8,3,9,1,1,248200
248.3,0,3,2,4,3,4,1,2,4,248300
248.4,1,2,3,1,6,4,1,1,6,248400
248.5,1,2,3,2,4,3,3,0,7,248500
248.6,3,4,2,1,5,2,46,0,7,248600
248.7,3,1,4,0,5,2,29,0,2,248700
248.8,0,1,0,1,4,0,7,1,3,248800
248.9,3,1,1,4,5,2,7,0,1,248900
249,1,1,3,6,5,5,29,0,1,249000
249.1,1,2,3,4,6,2,8,0,1,249100
249.2,2,1,2,0,4,4,5,0,3,249200
249.3,3,1,1,3,5,4,6,1,3,249300
249.4,0,0,5,1,4,1,5,0,3,249400
249.5,2,1,1,1,5,8,2,0,5,249500
249.6,2,4,2,3,2,2,9,0,4,249600
249.7,0,2,0,2,6,3,0,0,3,249700
249.8,2,1,2,2,9,3,5,0,0,249800
249.9,4,2,1,2,8,5,5,0,4,249900
250,1,2,0,2,3,0,7,0,1,250000
250.1,3,1,1,1,3,4,4,0,4,250100
250.2,0,2,2,3,2,4,2,0,4,250200
250.3,1,3,3,3,4,5,3,1,2,250300
250.4,3,2,3,2,3,1,1,0,5,250400
250.5,4,3,3,5,5,4,5,1,4,250500
250.6,1,2,1,3,2,1,10,0,6,250600
250.7,0,1,3,4,3,6,5,0,0,250700
250.8,2,3,4,2,5,2,2,2,3,250800
250.9,2,0,1,2,1,4,3,0,2,250900
251,0,1,1,2,2,1,9,1,6,251000
251.1,2,0,0,2,3,2,4,0,5,251100
251.2,2,2,2,6,7,6,4,0,6,251200
251.3,3,3,3,4,5,2,1,1,4,251300
251.4,3,1,1,1,3,0,1,0,2,251400
251.5,2,4,2,0,5,1,2,0,1,251500
251.6,1,1,0,1,8,4,1,0,1,251600
251.7,4,1,1,2,2,1,1,0,5,251700
251.8,2,4,3,1,4,1,2,1,6,251800
251.9,1,0,1,1,2,0,2,2,3,251900
252,2,1,4,2,7,3,5,0,0,252000
252.1,1,1,1,4,7,2,4,0,4,252100
252.2,6,2,1,2,3,1,1,0,5,252200
252.3,1,1,4,2,7,1,1,2,5,252300
252.4,5,0,2,2,3,3,3,0,0,252400
252.5,1,4,6,2,5,2,8,0,3,252500
252.6,7,1,2,4,6,1,2,0,7,252600
252.7,5,1,1,2,1,2,2,0,3,252700
252.8,2,1,3,0,2,2,2,0,2,252800
252.9,2,1,2,2,7,4,4,0,3,252900
253,4,0,0,2,2,4,6,0,2,253000
253.1,5,2,0,2,4,2,0,0,4,253100
253.2,1,0,1,3,6,3,1,0,3,253200
253.3,2,3,2,5,5,2,1,0,4,253300
253.4,2,0,2,2,1,3,2,1,3,253400
253.5,2,1,3,2,3,2,2,0,2,253500
253.6,1,0,1,1,3,2,2,1,5,253600
253.7,2,2,0,3,5,3,3,0,7,253700
253.8,1,2,4,3,3,1,9,0,4,253800
253.9,6,3,4,0,4,5,4,1,4,253900
254,3,3,5,5,5,1,5,0,1,254000
254.1,2,2,4,3,4,0,0,0,1,254100
254.2,2,5,2,4,5,1,1,0,4,254200
254.3,1,1,0,0,4,3,7,0,7,254300
254.4,2,1,1,3,6,3,2,0,3,254400
254.5,3,0,2,3,1,2,1,1,2,254500
254.6,2,2,3,3,3,4,2,0,2,254600
254.7,4,2,6,1,4,4,6,1,4,254700
254.8,0,0,3,2,4,1,7,0,3,254800
254.9,1,3,1,1,2,3,8,1,3,254900
255,2,2,3,2,2,3,3,0,8,255000
255.1,2,2,2,2,2,3,0,0,2,255100
255.2,3,0,2,5,5,5,3,2,4,255200
255.3,1,1,0,2,2,3,2,0,3,255300
255.4,2,0,5,4,1,2,2,1,2,255400
255.5,2,0,2,6,5,2,2,0,5,255500
255.6,2,3,1,3,1,0,9,0,3,255600
255.7,4,1,1,2,3,4,4,0,5,255700
255.8,3,0,2,3,6,1,7,0,3,255800
255.9,2,3,1,1,2,1,3,0,2,255900
256,3,1,2,3,2,5,3,0,5,256000
256.1,0,4,1,1,0,3,5,0,3,256100
256.2,3,2,1,3,7,3,3,1,6,256200
256.3,1,3,4,9,3,5,5,1,2,256300
256.4,1,1,1,2,5,2,3,0,3,256400
256.5,5,5,3,2,7,1,29,0,2,256500
256.6,0,5,4,4,4,4,11,0,3,256600
256.7,1,2,1,7,4,1,1,1,3,256700
256.8,3,2,6,1,3,1,1,0,0,256800
256.9,0,2,2,1,3,0,1,1,2,256900
257,2,3,1,5,3,2,2,1,2,257000
257.1,1,3,1,3,4,4,4,1,4,257100
257.2,4,1,2,1,0,2,5,0,4,257200
257.3,1,2,3,3,2,1,7,1,3,257300
257.4,0,0,4,1,3,3,3,0,2,257400
257.5,2,3,1,2,4,1,8,1,3,257500
257.6,2,0,3,2,3,0,0,0,3,257600
257.7,1,0,3,1,4,3,0,0,3,257700
257.8,2,1,3,2,4,2,1,0,9,257800
257.9,1,1,2,4,5,4,2,0,7,257900
258,3,4,1,3,3,2,1,0,2,258000
258.1,3,1,1,5,6,4,4,0,2,258100
258.2,2,1,1,4,1,1,3,0,4,258200
258.3,0,1,2,1,3,2,2,0,5,258300
258.4,1,1,2,2,4,4,3,0,1,258400
258.5,2,1,2,3,4,2,3,1,1,258500
258.6,0,1,1,2,8,3,4,0,1,258600
258.7,3,3,1,3,8,5,6,3,2,258700
258.8,3,0,0,1,7,1,4,0,4,258800
258.9,1,1,0,7,3,2,3,1,1,258900
259,6,3,3,1,6,4,3,1,1,259000
259.1,0,1,3,2,5,1,31,0,3,259100
259.2,1,3,0,2,6,2,13,1,4,259200
259.3,2,2,2,4,5,5,48,0,1,259300
259.4,1,1,1,4,2,1,15,0,2,259400
259.5,2,3,2,2,4,2,10,1,5,259500
259.6,3,1,1,4,3,2,1,0,1,259600
259.7,3,3,3,0,5,3,6,0,6,259700
259.8,3,2,0,3,5,3,5,0,5,259800
259.9,0,0,0,0,1,1,9,0,5,259900
260,2,1,0,3,3,4,5,0,2,260000
260.1,1,1,2,1,5,1,1,2,3,260100
260.2,3,2,1,1,5,3,5,1,4,260200
260.3,1,1,2,3,2,2,20,1,7,260300
260.4,3,0,2,2,4,1,6,0,1,260400
260.5,1,0,0,2,2,3,3,1,4,260500
260.6,4,0,3,3,1,3,8,1,3,260600
260.7,1,2,5,3,3,2,4,0,4,260700
260.8,3,2,2,3,6,1,4,1,2,260800
260.9,0,3,4,5,1,5,7,0,1,260900
261,1,3,3,5,4,0,4,0,3,261000
261.1,1,0,3,0,1,1,5,0,15,261100
261.2,2,2,4,2,5,3,4,0,3,261200
261.3,3,1,3,1,4,1,4,0,3,261300
261.4,2,1,0,2,5,2,3,0,2,261400
261.5,2,1,3,5,2,0,3,0,1,261500
261.6,2,0,0,2,5,1,7,0,3,261600
261.7,1,3,5,2,4,3,8,0,3,261700
261.8,0,0,2,1,3,3,7,0,4,261800
261.9,1,2,3,4,3,2,5,1,4,261900
262,1,3,3,1,4,4,1,0,3,262000
262.1,0,2,5,3,1,3,5,2,4,262100
262.2,1,2,3,3,2,1,3,0,1,262200
262.3,2,4,4,1,1,1,7,0,0,262300
262.4,1,1,5,1,3,1,6,0,3,262400
262.5,4,3,3,5,5,2,5,0,1,262500
262.6,0,2,1,0,2,1,44,0,6,262600
262.7,1,0,1,2,4,1,7,0,6,262700
262.8,1,1,4,2,6,3,5,1,4,262800
262.9,1,3,3,2,3,2,5,0,3,262900
263,2,3,1,2,6,6,10,0,2,263000
263.1,1,2,3,3,4,3,5,0,4,263100
263.2,1,1,0,5,3,2,3,1,4,263200
263.3,0,2,1,2,5,3,4,1,1,263300
263.4,0,1,1,1,6,0,3,0,3,263400
263.5,1,2,3,2,4,2,0,1,2,263500
263.6,2,2,1,1,4,5,0,1,1,263600
263.7,4,3,2,4,7,1,1,1,1,263700
263.8,4,0,4,3,2,2,2,0,1,263800
263.9,2,0,3,1,4,3,1,0,3,263900
264,1,2,3,4,4,3,2,0,2,264000
264.1,0,0,3,2,3,4,3,0,1,264100
264.2,3,3,8,4,2,1,10,1,4,264200
264.3,1,1,2,2,1,2,4,1,5,264300
264.4,1,3,1,1,2,0,0,0,3,264400
264.5,2,0,2,2,5,1,8,0,2,264500
264.6,2,1,1,0,3,2,7,1,8,264600
264.7,2,3,2,0,6,2,5,0,1,264700
264.8,1,0,2,3,3,4,7,1,0,264800
264.9,2,3,1,0,3,3,3,0,1,264900
265,3,2,0,2,7,3,5,0,2,265000
265.1,0,1,4,3,2,6,2,0,1,265100
265.2,1,3,0,3,4,3,1,0,3,265200
265.3,2,1,2,1,3,3,7,1,4,265300
265.4,2,0,4,1,1,4,3,0,1,265400
265.5,1,2,1,0,8,7,5,0,2,265500
265.6,0,1,4,0,3,1,1,1,1,265600
265.7,1,3,2,3,6,5,4,0,2,265700
265.8,1,2,1,2,3,0,1,1,4,265800
265.9,0,1,2,3,4,3,3,0,3,265900
266,2,0,2,4,2,6,2,0,4,266000
266.1,2,5,2,1,9,1,3,0,3,266100
266.2,0,2,0,0,3,4,2,0,2,266200
266.3,3,1,1,2,6,3,0,1,4,266300
266.4,3,3,4,1,3,1,5,0,2,266400
266.5,5,1,1,2,5,4,1,1,5,266500
266.6,1,1,6,2,6,3,3,1,1,266600
266.7,0,3,4,2,4,3,2,0,2,266700
266.8,3,1,2,2,7,2,2,0,0,266800
266.9,1,2,4,3,2,3,1,0,3,266900
267,3,4,1,1,6,1,6,0,4,267000
267.1,2,1,1,3,2,3,2,1,2,267100
267.2,1,1,2,3,3,2,1,0,1,267200
267.3,3,1,0,5,4,2,0,0,3,267300
267.4,4,2,2,1,3,2,2,0,4,267400
267.5,4,1,1,0,2,3,2,0,1,267500
267.6,3,2,4,3,3,1,6,0,2,267600
267.7,3,1,1,5,2,8,3,0,6,267700
267.8,0,0,0,3,4,3,5,0,6,267800
267.9,1,2,2,2,2,2,2,0,5,267900
268,2,2,1,2,6,1,2,0,1,268000
268.1,3,1,4,1,5,3,3,0,3,268100
268.2,3,2,0,3,2,4,31,0,1,268200
268.3,5,4,1,0,4,2,35,1,2,268300
268.4,1,1,1,1,2,1,11,0,2,268400
268.5,0,1,1,1,1,3,6,0,2,268500
268.6,0,1,2,6,6,1,5,1,2,268600
268.7,3,2,1,1,7,2,6,1,0,268700
268.8,1,3,4,3,5,4,9,0,3,268800
268.9,3,3,3,5,5,0,2,0,6,268900
269,0,2,0,4,5,0,4,0,1,269000
269.1,2,0,2,3,2,1,3,0,3,269100
269.2,3,3,5,3,2,2,22,0,3,269200
269.3,4,0,3,1,3,4,24,0,1,269300
269.4,4,0,3,2,6,4,5,0,0,269400
269.5,0,1,2,3,4,0,1,1,2,269500
269.6,3,0,1,5,2,1,3,1,3,269600
269.7,0,2,3,3,6,0,3,0,2,269700
269.8,0,2,2,4,3,8,1,0,2,269800
269.9,0,2,3,2,3,2,2,0,4,269900
270,1,1,1,5,2,3,2,0,5,270000
270.1,3,1,1,2,4,3,0,2,3,270100
270.2,3,1,1,3,8,2,3,0,0,270200
270.3,0,2,1,2,3,4,3,0,3,270300
270.4,2,1,0,3,3,2,7,0,1,270400
270.5,1,1,2,6,4,1,1,1,1,270500
270.6,4,1,0,2,3,2,5,2,1,270600
270.7,2,0,0,0,1,5,3,1,1,270700
270.8,4,0,1,3,3,2,2,0,2,270800
270.9,0,2,1,1,5,5,4,1,1,270900
271,3,1,2,6,4,0,0,0,4,271000
271.1,2,3,0,5,1,5,1,1,2,271100
271.2,1,1,3,1,3,3,4,0,5,271200
271.3,1,0,2,2,5,2,2,1,3,271300
271.4,1,4,0,0,1,1,2,0,4,271400
271.5,0,1,2,2,3,3,1,0,2,271500
271.6,4,3,2,3,5,1,4,0,2,271600
271.7,1,3,2,6,0,0,5,0,0,271700
271.8,0,0,2,1,6,3,5,0,0,271800
271.9,1,0,2,0,7,2,5,1,0,271900
272,2,3,3,5,1,3,1,1,1,272000
272.1,2,1,1,2,1,1,3,1,2,272100
272.2,3,0,1,2,7,6,2,1,3,272200
272.3,1,2,5,3,6,2,4,1,5,272300
272.4,3,2,1,2,5,3,6,0,0,272400
272.5,2,1,4,4,8,3,7,0,2,272500
272.6,0,0,4,0,5,5,5,1,2,272600
272.7,1,0,1,1,0,2,4,0,1,272700
272.8,0,2,3,1,5,4,3,0,4,272800
272.9,2,0,3,2,5,5,0,0,1,272900
273,0,2,0,0,4,6,5,0,2,273000
273.1,3,1,1,1,2,4,0,2,4,273100
273.2,6,0,2,1,3,3,6,0,8,273200
273.3,1,1,2,4,3,4,4,0,3,273300
273.4,2,1,2,3,2,4,0,0,2,273400
273.5,4,0,1,2,4,2,2,0,3,273500
273.6,3,1,2,3,4,1,1,1,4,273600
273.7,4,1,1,2,4,1,3,0,4,273700
273.8,0,0,2,3,4,1,1,0,6,273800
273.9,1,1,6,5,4,2,6,0,4,273900
274,3,1,6,2,3,1,5,0,2,274000
274.1,2,3,2,1,8,3,4,0,1,274100
274.2,2,2,3,1,2,1,3,1,6,274200
274.3,1,1,1,1,1,3,3,0,3,274300
274.4,4,3,0,2,3,2,8,0,4,274400
274.5,3,2,2,5,4,3,4,1,0,274500
274.6,0,2,2,5,2,5,2,0,0,274600
274.7,4,1,3,2,6,2,2,3,3,274700
274.8,0,2,1,4,1,2,3,1,7,274800
274.9,3,0,3,4,2,4,4,0,4,274900
275,0,0,0,4,3,4,6,1,6,275000
275.1,2,1,5,2,4,3,2,0,1,275100
275.2,3,1,2,2,2,3,4,1,4,275200
275.3,1,4,3,1,4,1,7,0,2,275300
275.4,3,0,3,2,5,3,1,0,2,275400
275.5,3,0,6,3,4,4,1,3,4,275500
275.6,2,1,2,4,7,3,3,1,9,275600
275.7,1,2,7,2,6,1,4,0,3,275700
275.8,1,3,1,0,4,6,2,1,10,275800
275.9,1,0,0,2,4,6,3,0,0,275900
276,2,3,2,3,3,4,2,0,1,276000
276.1,1,1,1,2,3,1,6,2,8,276100
276.2,6,0,3,4,3,4,2,0,1,276200
276.3,2,2,0,3,5,5,3,1,4,276300
276.4,2,1,0,4,4,7,3,1,5,276400
276.5,1,0,2,4,12,0,6,1,0,276500
276.6,1,2,0,2,1,1,1,0,3,276600
276.7,2,0,1,3,5,3,4,0,4,276700
276.8,0,2,1,4,3,2,4,0,2,276800
276.9,1,3,4,5,4,0,2,0,2,276900
277,2,1,1,5,9,1,5,0,1,277000
277.1,4,2,5,0,6,3,5,1,12,277100
277.2,1,2,3,4,5,1,1,0,3,277200
277.3,3,2,2,5,5,3,4,1,4,277300
277.4,0,2,5,3,3,2,4,2,3,277400
277.5,1,1,4,0,3,3,1,0,7,277500
277.6,4,0,0,2,2,3,4,2,3,277600
277.7,3,0,1,3,2,1,3,3,2,277700
277.8,4,1,1,4,2,4,5,0,1,277800
277.9,4,2,3,4,2,1,5,0,1,277900
278,4,0,3,0,4,5,3,1,3,278000
278.1,2,2,4,3,2,2,2,0,3,278100
278.2,0,1,4,2,4,1,7,2,4,278200
278.3,0,0,3,1,5,5,2,1,3,278300
278.4,2,2,2,1,2,3,2,0,5,278400
278.5,0,1,2,4,5,1,0,0,1,278500
278.6,1,2,0,5,6,4,5,1,1,278600
278.7,1,1,5,4,3,1,0,0,1,278700
278.8,3,1,2,1,3,2,8,0,2,278800
278.9,1,1,0,1,0,1,3,0,1,278900
279,1,2,3,2,2,5,2,0,2,279000
279.1,3,0,1,4,3,3,6,1,1,279100
279.2,2,2,4,4,1,3,5,1,11,279200
279.3,1,2,3,2,4,0,1,0,3,279300
279.4,4,2,2,0,3,3,1,0,6,279400
279.5,2,1,4,2,1,4,4,0,1,279500
279.6,3,1,1,2,4,3,1,1,1,279600
279.7,0,0,2,2,5,0,3,0,0,279700
279.8,2,2,1,0,1,2,2,0,2,279800
279.9,2,0,1,2,1,3,4,1,2,279900
280,1,1,1,2,3,1,1,0,1,280000
280.1,4,2,6,2,2,3,4,0,3,280100
280.2,1,2,3,2,5,1,0,0,0,280200
280.3,1,1,1,5,4,2,7,0,3,280300
280.4,1,0,2,2,2,3,0,0,2,280400
280.5,1,3,2,3,2,3,3,0,1,280500
280.6,3,1,1,0,3,2,2,0,2,280600
280.7,3,0,5,2,1,4,5,3,4,280700
280.8,0,1,4,2,3,2,4,0,4,280800
280.9,0,3,1,2,1,4,4,3,2,280900
281,1,0,3,2,5,1,5,0,4,281000
281.1,0,0,1,1,4,0,3,1,4,281100
281.2,1,2,4,1,5,2,5,0,4,281200
281.3,4,0,1,2,6,4,5,0,3,281300
281.4,1,3,1,2,6,2,5,0,2,281400
281.5,2,5,2,1,3,3,5,0,5,281500
281.6,3,1,2,1,0,4,4,2,2,281600
281.7,2,0,1,4,5,2,2,0,3,281700
281.8,2,3,6,3,3,4,4,1,1,281800
281.9,2,2,2,3,0,2,4,3,0,281900
282,0,0,0,2,0,2,3,0,6,282000
282.1,1,2,3,2,5,3,1,1,6,282100
282.2,1,2,2,3,3,2,3,0,5,282200
282.3,0,0,6,1,2,2,0,1,2,282300
282.4,1,2,2,2,4,3,3,1,2,282400
282.5,1,1,7,0,6,1,1,0,2,282500
282.6,3,2,3,4,6,4,3,0,3,282600
282.7,2,2,0,3,6,1,1,0,0,282700
282.8,3,3,1,1,3,2,1,1,3,282800
282.9,3,0,1,1,3,3,2,0,1,282900
283,1,3,2,3,4,1,3,1,4,283000
283.1,2,1,3,0,4,1,6,0,3,283100
283.2,4,3,3,6,3,5,2,1,2,283200
283.3,2,1,3,3,2,2,2,1,1,283300
283.4,4,2,0,1,1,3,2,0,3,283400
283.5,3,1,1,4,5,3,3,0,1,283500
283.6,2,0,4,1,6,1,6,0,2,283600
283.7,2,2,1,2,5,1,7,0,5,283700
283.8,4,2,2,2,4,1,3,1,3,283800
283.9,0,0,0,2,1,3,2,1,1,283900
284,4,1,1,1,0,7,2,0,2,284000
284.1,1,3,0,4,10,6,2,0,3,284100
284.2,1,1,2,4,4,3,2,0,3,284200
284.3,3,2,1,0,4,3,0,0,3,284300
284.4,4,3,3,3,6,2,2,0,3,284400
284.5,0,1,2,1,4,6,2,1,5,284500
284.6,6,1,0,4,2,1,4,0,1,284600
284.7,2,0,1,3,6,4,2,1,1,284700
284.8,0,0,1,1,0,1,4,0,2,284800
284.9,2,0,2,2,7,3,2,1,4,284900
285,4,1,4,6,7,2,4,0,3,285000
285.1,4,3,1,1,1,4,1,0,2,285100
285.2,2,0,1,2,5,2,4,0,2,285200
285.3,2,6,1,1,4,3,1,2,3,285300
285.4,3,1,5,2,6,2,1,0,2,285400
285.5,2,1,1,4,4,3,6,0,3,285500
285.6,2,2,1,2,3,2,1,1,2,285600
285.7,3,2,0,2,4,3,3,1,22,285700
285.8,1,4,2,1,1,3,1,0,4,285800
285.9,1,1,3,2,3,0,0,0,1,285900
286,2,1,3,1,6,1,2,0,3,286000
286.1,1,3,0,3,7,4,6,0,3,286100
286.2,1,2,5,1,0,3,2,0,2,286200
286.3,4,5,1,1,2,3,6,1,0,286300
286.4,2,2,4,2,3,5,1,0,1,286400
286.5,2,0,0,2,8,2,1,3,1,286500
286.6,1,0,0,2,0,1,2,0,6,286600
286.7,1,2,0,2,6,2,2,0,5,286700
286.8,1,3,3,1,4,3,3,0,5,286800
286.9,2,1,4,0,6,4,5,2,5,286900
287,0,1,1,7,3,5,3,0,3,287000
287.1,3,1,3,1,5,3,3,1,4,287100
287.2,2,1,2,5,3,4,4,0,2,287200
287.3,1,2,2,1,2,1,6,0,2,287300
287.4,3,0,1,2,4,1,6,0,4,287400
287.5,1,2,0,0,5,3,4,0,2,287500
287.6,0,1,1,3,3,1,1,0,2,287600
287.7,3,0,0,2,5,2,1,1,3,287700
287.8,3,2,2,1,4,4,5,1,0,287800
287.9,2,1,1,0,2,3,3,0,2,287900
288,2,1,1,4,5,1,4,1,4,288000
288.1,1,0,3,1,0,1,1,0,2,288100
288.2,1,2,3,2,4,1,2,0,3,288200
288.3,3,1,3,4,3,0,27,1,2,288300
288.4,0,1,4,4,4,4,32,1,4,288400
288.5,1,1,2,6,3,1,10,0,5,288500
288.6,1,3,1,3,5,1,3,1,4,288600
288.7,1,3,4,5,2,3,2,0,5,288700
288.8,2,1,4,0,6,1,4,0,2,288800
288.9,2,0,0,1,5,3,5,1,3,288900
289,1,3,4,1,3,2,1,0,3,289000
289.1,2,2,2,0,2,0,2,1,2,289100
289.2,2,0,4,4,4,1,2,1,2,289200
289.3,2,1,2,4,0,3,4,0,3,289300
289.4,0,3,1,2,4,3,6,0,0,289400
289.5,3,1,6,3,4,3,6,0,7,289500
289.6,3,0,5,2,3,1,0,1,5,289600
289.7,2,1,1,4,4,1,0,1,3,289700
289.8,2,0,1,2,1,2,2,1,3,289800
289.9,3,2,6,6,9,4,3,1,1,289900
290,3,2,2,2,6,4,13,0,3,290000
290.1,2,1,0,4,2,2,10,0,3,290100
290.2,1,2,1,5,5,2,6,0,2,290200
290.3,1,1,2,4,3,2,7,0,5,290300
290.4,2,0,2,1,4,2,5,0,2,290400
290.5,1,0,2,3,1,1,3,1,4,290500
290.6,2,4,1,2,2,3,1,0,0,290600
290.7,2,4,3,2,3,3,4,0,3,290700
290.8,1,3,7,2,7,1,1,0,2,290800
290.9,2,0,2,1,4,3,6,0,2,290900
291,1,1,5,3,2,3,1,1,6,291000
291.1,3,3,3,1,2,2,1,1,2,291100
291.2,0,3,5,3,4,5,2,1,10,291200
291.3,0,0,2,4,8,2,2,1,3,291300
291.4,1,0,4,1,3,4,4,1,1,291400
291.5,3,2,2,2,1,4,4,0,6,291500
291.6,3,0,5,3,3,3,3,0,5,291600
291.7,1,2,5,3,5,2,2,0,2,291700
291.8,0,1,2,1,3,5,4,1,2,291800
291.9,3,0,2,2,2,1,3,0,1,291900
292,0,3,1,4,0,5,3,1,1,292000
292.1,2,1,3,3,3,6,4,0,2,292100
292.2,0,0,4,2,8,3,4,0,1,292200
292.3,6,3,3,3,8,3,6,0,6,292300
292.4,6,0,0,2,8,4,7,1,2,292400
292.5,0,0,2,8,4,3,3,0,3,292500
292.6,4,3,3,4,5,1,1,1,2,292600
292.7,4,1,6,3,4,4,2,0,1,292700
292.8,1,0,3,2,3,1,3,1,2,292800
292.9,3,1,1,1,2,3,8,0,1,292900
293,0,5,2,3,2,4,1,0,1,293000
293.1,1,5,3,3,3,7,1,0,5,293100
293.2,4,3,1,4,3,5,10,0,1,293200
293.3,1,1,2,1,6,1,4,1,2,293300
293.4,1,0,2,3,4,1,7,0,1,293400
293.5,2,1,2,2,3,4,4,0,2,293500
293.6,2,4,2,3,5,6,3,1,5,293600
293.7,3,1,5,4,3,3,6,2,2,293700
293.8,0,0,3,2,2,3,0,0,2,293800
293.9,4,0,2,1,1,3,5,0,1,293900
294,1,4,4,2,2,3,2,2,2,294000
294.1,2,0,5,2,4,1,11,1,1,294100
294.2,3,1,1,3,6,5,6,0,6,294200
294.3,1,2,1,0,3,4,9,1,3,294300
294.4,1,0,3,5,5,1,2,1,1,294400
294.5,3,2,1,3,2,4,4,0,1,294500
294.6,2,2,0,2,4,4,1,1,3,294600
294.7,1,2,1,3,6,1,4,1,4,294700
294.8,0,1,1,1,3,0,0,0,4,294800
294.9,1,1,2,3,3,2,3,0,1,294900
295,3,1,4,4,6,1,1,0,4,295000
295.1,0,1,3,4,4,2,1,0,0,295100
295.2,2,2,2,3,4,0,1,0,2,295200
295.3,1,2,3,2,1,3,2,0,2,295300
295.4,1,1,2,1,4,2,0,0,2,295400
295.5,3,5,1,0,1,3,4,1,0,295500
295.6,2,1,2,2,6,2,3,1,2,295600
295.7,1,1,4,6,4,6,2,0,6,295700
295.8,1,0,2,1,4,4,2,1,2,295800
295.9,2,1,2,2,4,2,3,1,3,295900
296,0,1,4,2,4,1,3,0,0,296000
296.1,1,0,4,2,4,1,3,1,2,296100
296.2,2,2,3,1,2,1,2,0,2,296200
296.3,2,2,2,0,1,7,4,1,4,296300
296.4,0,2,1,0,6,3,3,0,7,296400
296.5,4,1,2,3,4,2,2,1,3,296500
296.6,2,0,3,1,1,3,8,3,4,296600
296.7,3,0,2,2,2,2,7,0,4,296700
296.8,1,2,1,4,4,2,2,1,2,296800
296.9,4,4,0,1,2,1,5,0,4,296900
297,0,1,3,2,6,2,1,0,2,297000
297.1,2,1,4,5,2,2,0,0,0,297100
297.2,2,1,3,2,2,3,2,1,4,297200
297.3,5,2,1,1,2,2,2,0,4,297300
297.4,0,1,2,4,2,5,2,0,3,297400
297.5,0,1,1,3,9,1,6,0,3,297500
297.6,0,0,2,2,4,5,12,2,2,297600
297.7,3,0,1,2,1,0,6,0,0,297700
297.8,1,0,0,1,4,3,6,1,4,297800
297.9,2,1,0,2,1,1,5,0,1,297900
298,1,3,1,0,4,2,2,0,3,298000
298.1,2,1,2,1,3,3,2,1,5,298100
298.2,4,2,1,1,3,1,3,0,5,298200
298.3,0,3,1,1,3,3,3,0,2,298300
298.4,2,0,2,3,5,1,2,0,2,298400
298.5,0,0,3,3,6,3,0,1,5,298500
298.6,2,0,2,3,9,3,3,1,5,298600
298.7,3,5,1,1,3,4,8,2,2,298700
298.8,4,4,1,2,3,5,4,1,6,298800
298.9,5,0,0,0,3,1,1,0,2,298900
299,1,2,4,3,3,4,0,0,1,299000
299.1,0,2,4,2,2,2,1,1,0,299100
299.2,2,1,4,3,2,3,1,0,0,299200
299.3,3,1,1,1,2,6,1,0,4,299300
299.4,4,0,2,1,2,4,3,1,0,299400
299.5,2,1,1,4,4,2,4,1,3,299500
299.6,2,0,4,4,5,3,4,1,1,299600
299.7,3,1,3,8,7,4,2,0,3,299700
299.8,2,6,1,2,3,3,0,1,3,299800
299.9,1,1,2,2,3,1,2,0,2,299900
300,1,1,4,4,2,2,9,0,1,300000
300.1,2,0,2,2,8,0,5,0,2,300100
300.2,0,5,1,2,3,3,2,3,4,300200
300.3,1,1,1,0,3,0,1,1,2,300300
300.4,1,0,2,4,5,2,5,0,1,300400
300.5,4,0,0,4,4,1,2,2,5,300500
300.6,4,3,1,4,2,3,6,2,2,300600
300.7,2,3,1,0,4,0,1,1,2,300700
300.8,0,3,4,4,3,7,2,0,1,300800
300.9,1,2,1,2,2,3,1,0,3,300900
301,4,1,2,1,4,2,5,1,4,301000
301.1,4,1,0,1,5,3,4,0,2,301100
301.2,1,2,1,2,4,3,2,2,0,301200
301.3,3,2,2,1,4,2,2,0,4,301300
301.4,1,1,3,3,6,2,3,1,6,301400
301.5,4,3,1,0,3,2,3,0,3,301500
301.6,1,2,2,2,2,3,4,1,4,301600
301.7,3,2,4,4,4,1,1,0,1,301700
301.8,2,4,3,1,8,1,7,0,4,301800
301.9,4,1,3,0,8,5,6,0,1,301900
302,1,2,2,2,5,3,0,1,1,302000
302.1,2,1,2,4,3,3,1,0,3,302100
302.2,1,1,2,5,3,1,1,1,2,302200
302.3,3,2,0,1,1,1,5,1,1,302300
302.4,0,0,1,2,8,2,2,0,0,302400
302.5,0,2,1,0,2,3,3,2,2,302500
302.6,3,1,4,2,6,3,2,0,2,302600
302.7,2,0,4,4,4,5,0,1,0,302700
302.8,1,3,2,2,5,3,4,0,3,302800
