,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,
1017,22,2,2,1,10,2,21,2,3,1017000
1017.1,21,1,2,3,5,2,20,2,1,1017100
1017.2,21,1,2,2,4,6,24,2,2,1017200
1017.3,15,4,2,1,2,3,24,1,1,1017300
1017.4,14,0,5,2,5,3,21,1,1,1017400
1017.5,13,2,6,0,8,2,31,0,4,1017500
1017.6,23,3,1,3,3,1,19,1,5,1017600
1017.7,14,0,4,4,5,3,17,0,8,1017700
1017.8,26,2,6,3,1,4,23,3,7,1017800
1017.9,23,4,3,1,3,4,21,1,0,1017900
1018,15,0,3,4,4,3,22,3,1,1018000
1018.1,21,0,1,3,5,3,16,0,3,1018100
1018.2,20,3,2,2,5,1,32,1,1,1018200
1018.3,20,1,8,0,3,5,17,0,0,1018300
1018.4,23,1,7,3,3,2,15,0,7,1018400
1018.5,19,0,2,3,4,1,28,0,3,1018500
1018.6,22,1,6,0,5,6,25,1,3,1018600
1018.7,13,0,7,3,5,4,24,2,3,1018700
1018.8,14,1,2,0,4,3,36,1,2,1018800
1018.9,23,1,1,3,6,1,13,3,2,1018900
1019,14,1,2,1,2,4,33,2,4,1019000
1019.1,15,2,6,3,6,8,19,0,5,1019100
1019.2,19,0,4,1,5,3,12,1,7,1019200
1019.3,16,1,4,3,8,4,22,2,2,1019300
1019.4,19,0,3,3,4,2,19,1,7,1019400
1019.5,17,2,1,2,5,3,23,2,4,1019500
1019.6,21,3,5,4,5,2,25,1,2,1019600
1019.7,19,2,2,2,4,4,21,3,9,1019700
1019.8,25,1,2,2,7,6,16,2,3,1019800
1019.9,19,3,3,4,4,4,12,2,4,1019900
1020,17,1,2,2,4,4,12,1,4,1020000
1020.1,20,2,1,4,0,5,31,0,3,1020100
1020.2,15,4,4,2,2,1,19,0,0,1020200
1020.3,17,4,5,0,4,3,26,1,3,1020300
1020.4,25,2,4,1,4,1,35,1,4,1020400
1020.5,16,0,1,3,5,3,21,1,0,1020500
1020.6,20,2,7,5,2,3,14,0,4,1020600
1020.7,27,2,4,2,3,3,22,2,2,1020700
1020.8,17,2,1,1,3,2,24,1,3,1020800
1020.9,28,1,3,3,5,4,24,2,3,1020900
1021,19,1,2,2,6,6,18,1,4,1021000
1021.1,19,3,1,6,7,3,22,1,3,1021100
1021.2,17,1,4,1,4,2,25,2,1,1021200
1021.3,14,0,5,2,5,1,20,0,0,1021300
1021.4,11,4,4,0,2,1,23,1,4,1021400
1021.5,20,4,4,2,5,4,24,2,1,1021500
1021.6,13,1,4,1,3,2,33,0,3,1021600
1021.7,14,1,2,2,5,3,23,3,5,1021700
1021.8,13,0,3,1,4,5,29,0,3,1021800
1021.9,20,0,3,4,3,5,13,2,2,1021900
1022,16,1,2,4,7,4,17,0,3,1022000
1022.1,7,1,3,1,6,2,24,1,2,1022100
1022.2,18,2,6,2,4,1,15,3,2,1022200
1022.3,23,1,3,1,7,3,25,0,4,1022300
1022.4,24,2,7,3,4,2,14,0,4,1022400
1022.5,14,0,2,2,2,5,21,3,2,1022500
1022.6,19,2,0,1,3,1,30,2,2,1022600
1022.7,20,1,2,2,4,4,26,0,3,1022700
1022.8,25,1,2,1,4,4,19,2,4,1022800
1022.9,15,1,4,0,1,6,17,4,1,1022900
1023,16,3,5,4,4,7,24,0,1,1023000
1023.1,25,2,1,3,4,3,21,2,4,1023100
1023.2,17,2,6,2,7,0,18,0,1,1023200
1023.3,20,2,4,2,2,4,19,0,3,1023300
1023.4,17,2,4,1,1,0,24,0,2,1023400
1023.5,14,0,2,3,5,2,28,1,2,1023500
1023.6,9,1,4,2,4,2,21,3,2,1023600
1023.7,18,1,3,3,7,4,26,1,0,1023700
1023.8,13,1,5,3,8,7,17,1,2,1023800
1023.9,24,2,1,2,1,4,19,0,2,1023900
1024,18,0,4,2,8,2,27,0,1,1024000
1024.1,15,3,3,2,5,4,20,2,0,1024100
1024.2,27,2,4,0,6,3,20,1,4,1024200
1024.3,16,2,3,2,5,3,21,0,3,1024300
1024.4,22,1,3,1,6,1,18,1,1,1024400
1024.5,26,2,4,2,4,1,33,1,1,1024500
1024.6,14,0,1,6,6,4,33,1,3,1024600
1024.7,19,1,3,2,3,2,20,0,7,1024700
1024.8,10,2,5,4,8,3,16,4,2,1024800
1024.9,25,0,2,1,8,5,29,0,3,1024900
1025,24,0,4,4,5,3,25,3,2,1025000
1025.1,23,3,4,3,3,2,27,0,2,1025100
1025.2,19,1,4,2,2,2,33,2,3,1025200
1025.3,16,6,3,2,3,5,32,0,1,1025300
1025.4,22,4,6,3,9,2,24,1,2,1025400
1025.5,21,2,2,2,4,4,18,1,0,1025500
1025.6,24,0,3,1,3,5,16,3,2,1025600
1025.7,16,2,3,5,9,3,27,3,3,1025700
1025.8,22,3,1,2,5,3,37,1,0,1025800
1025.9,21,3,6,2,6,0,39,1,0,1025900
1026,10,1,5,0,1,4,19,0,1,1026000
1026.1,20,2,7,4,7,2,26,1,2,1026100
1026.2,13,0,4,3,4,1,31,0,2,1026200
1026.3,15,2,2,1,5,6,22,2,3,1026300
1026.4,14,1,5,4,11,2,22,2,0,1026400
1026.5,12,2,2,4,4,3,22,0,2,1026500
1026.6,27,2,2,3,1,2,36,4,5,1026600
1026.7,14,1,4,3,4,4,20,1,6,1026700
1026.8,21,1,8,2,5,1,29,1,3,1026800
1026.9,20,1,3,0,3,3,11,0,5,1026900
1027,21,1,4,3,4,5,25,0,0,1027000
1027.1,16,2,3,1,6,2,26,1,3,1027100
1027.2,23,3,2,3,6,1,21,3,1,1027200
1027.3,22,1,3,2,5,3,21,0,0,1027300
1027.4,10,0,2,1,8,1,19,1,1,1027400
1027.5,16,2,2,1,5,5,27,0,3,1027500
1027.6,21,2,1,1,9,2,20,1,1,1027600
1027.7,22,2,3,2,6,4,13,1,6,1027700
1027.8,13,2,2,0,7,2,28,1,4,1027800
1027.9,16,0,4,1,2,3,36,0,3,1027900
1028,16,3,6,2,2,2,35,0,1,1028000
1028.1,16,2,3,0,1,2,16,1,0,1028100
1028.2,21,2,3,4,4,2,31,0,1,1028200
1028.3,14,0,2,3,3,2,27,1,0,1028300
1028.4,19,2,0,1,1,4,30,0,0,1028400
1028.5,23,2,3,2,5,4,26,1,2,1028500
1028.6,14,4,5,1,3,4,18,1,1,1028600
1028.7,18,4,4,2,3,3,14,1,1,1028700
1028.8,17,4,4,2,7,1,11,2,4,1028800
1028.9,15,2,4,2,9,3,10,2,2,1028900
1029,11,2,0,1,13,5,13,2,5,1029000
1029.1,16,4,4,1,9,1,20,2,2,1029100
1029.2,17,0,1,4,2,2,15,1,5,1029200
1029.3,19,1,2,3,4,4,22,3,2,1029300
1029.4,25,3,3,1,3,2,29,3,3,1029400
1029.5,21,2,2,3,6,6,25,1,1,1029500
1029.6,15,0,3,1,4,6,11,2,2,1029600
1029.7,18,1,1,2,6,3,22,0,1,1029700
1029.8,10,1,7,1,0,2,30,2,3,1029800
1029.9,10,0,2,2,2,0,24,2,0,1029900
1030,17,1,2,3,4,6,20,4,1,1030000
1030.1,15,1,3,3,3,3,31,1,5,1030100
1030.2,21,1,4,4,3,2,19,3,4,1030200
1030.3,17,1,1,1,3,4,26,2,3,1030300
1030.4,20,1,1,0,2,6,29,1,1,1030400
1030.5,16,2,5,4,5,4,29,1,1,1030500
1030.6,18,2,2,2,4,0,27,1,1,1030600
1030.7,19,1,1,3,9,2,19,1,1,1030700
1030.8,22,3,0,1,9,2,22,1,0,1030800
1030.9,21,5,3,2,4,3,32,1,2,1030900
1031,20,0,2,2,4,4,18,0,0,1031000
1031.1,20,1,3,4,5,3,22,1,5,1031100
1031.2,22,0,4,1,4,4,25,1,1,1031200
1031.3,17,2,5,1,4,4,24,4,3,1031300
1031.4,19,0,9,1,2,1,21,0,2,1031400
1031.5,24,1,4,4,3,1,9,0,1,1031500
1031.6,19,2,2,1,3,2,26,1,0,1031600
1031.7,23,1,4,1,5,7,28,0,3,1031700
1031.8,20,0,4,2,12,3,17,3,1,1031800
1031.9,18,0,5,3,5,6,22,0,5,1031900
1032,20,1,0,1,7,2,27,4,4,1032000
1032.1,19,1,2,2,11,2,31,1,1,1032100
1032.2,16,3,2,0,5,2,18,0,0,1032200
1032.3,17,1,3,4,6,3,15,2,4,1032300
1032.4,19,1,0,0,4,3,17,2,4,1032400
1032.5,12,2,2,3,3,5,19,2,3,1032500
1032.6,15,4,2,0,4,2,16,1,4,1032600
1032.7,17,1,4,5,5,3,24,1,2,1032700
1032.8,11,3,2,0,4,4,23,1,5,1032800
1032.9,16,3,5,0,3,1,23,1,2,1032900
1033,23,3,2,2,3,3,20,1,5,1033000
1033.1,18,3,3,3,4,3,27,0,1,1033100
1033.2,21,1,2,4,3,1,21,0,2,1033200
1033.3,18,3,5,3,8,4,35,0,2,1033300
1033.4,18,1,3,1,4,3,39,1,4,1033400
1033.5,10,1,4,2,4,1,28,2,4,1033500
1033.6,26,1,1,1,8,4,27,1,2,1033600
1033.7,11,3,4,1,7,1,27,0,1,1033700
1033.8,21,1,3,1,11,3,25,1,6,1033800
1033.9,27,1,2,3,6,3,32,2,1,1033900
1034,17,3,4,4,5,2,19,1,2,1034000
1034.1,25,2,1,3,8,3,24,2,0,1034100
1034.2,17,1,3,1,4,0,17,1,5,1034200
1034.3,21,1,3,2,7,0,23,2,6,1034300
1034.4,18,4,3,3,8,6,33,1,5,1034400
1034.5,17,1,2,2,4,2,21,1,0,1034500
1034.6,19,5,0,5,5,2,29,2,4,1034600
1034.7,22,2,7,3,7,0,32,3,2,1034700
1034.8,19,1,3,1,6,1,20,2,2,1034800
1034.9,19,0,3,3,5,3,14,0,3,1034900
1035,17,0,6,4,7,3,21,0,0,1035000
1035.1,19,1,4,0,3,1,24,1,2,1035100
1035.2,15,1,2,1,6,2,17,0,2,1035200
1035.3,18,0,0,1,1,2,30,0,7,1035300
1035.4,20,0,1,2,1,2,15,1,0,1035400
1035.5,16,2,4,2,5,4,29,1,3,1035500
1035.6,17,2,7,3,3,0,26,1,3,1035600
1035.7,18,3,4,2,6,2,15,2,4,1035700
1035.8,11,1,3,2,8,5,24,2,3,1035800
1035.9,23,2,0,2,3,5,24,4,1,1035900
1036,21,3,2,2,3,0,20,0,4,1036000
1036.1,19,0,3,2,4,5,19,1,1,1036100
1036.2,14,2,5,3,2,2,16,2,1,1036200
1036.3,24,2,4,3,4,2,30,2,1,1036300
1036.4,18,1,2,0,8,6,39,2,4,1036400
1036.5,29,0,6,2,3,0,30,1,0,1036500
1036.6,18,2,1,0,8,2,24,0,0,1036600
1036.7,22,3,3,0,4,2,27,3,4,1036700
1036.8,24,0,1,2,9,1,24,3,3,1036800
1036.9,17,1,3,3,8,1,12,0,1,1036900
1037,19,1,6,1,6,6,19,1,1,1037000
1037.1,15,1,3,5,8,3,22,1,1,1037100
1037.2,24,2,1,2,6,2,27,0,1,1037200
1037.3,21,0,5,3,8,3,22,1,3,1037300
1037.4,12,2,1,5,5,5,26,2,2,1037400
1037.5,18,4,3,3,4,2,28,2,2,1037500
1037.6,17,1,0,1,6,1,28,0,4,1037600
1037.7,17,2,4,6,4,4,19,3,3,1037700
1037.8,16,2,5,2,5,4,17,1,5,1037800
1037.9,20,1,1,2,3,5,15,0,0,1037900
1038,17,1,4,2,3,2,14,1,3,1038000
1038.1,18,2,3,2,5,5,12,0,0,1038100
1038.2,26,6,1,3,6,3,12,0,3,1038200
1038.3,14,1,0,5,3,2,26,1,2,1038300
1038.4,17,0,3,2,7,2,12,3,4,1038400
1038.5,17,2,2,0,2,1,10,1,3,1038500
1038.6,21,0,3,6,6,2,15,2,2,1038600
1038.7,17,2,4,2,7,7,19,0,1,1038700
1038.8,20,0,3,1,7,2,17,0,1,1038800
1038.9,17,1,2,0,2,5,21,2,3,1038900
1039,17,2,4,5,5,2,24,2,4,1039000
1039.1,17,3,3,1,5,1,13,0,2,1039100
1039.2,15,2,1,2,3,3,22,0,2,1039200
1039.3,17,3,5,2,4,1,29,2,3,1039300
1039.4,12,0,4,2,4,1,28,0,3,1039400
1039.5,23,1,4,2,2,1,24,1,1,1039500
1039.6,18,1,1,3,1,2,18,3,7,1039600
1039.7,21,0,4,5,1,2,20,3,2,1039700
1039.8,22,0,2,3,6,1,14,1,3,1039800
1039.9,17,1,2,0,0,5,16,1,5,1039900
1040,19,1,4,1,3,1,23,2,3,1040000
1040.1,20,1,5,2,7,3,23,0,0,1040100
1040.2,15,1,3,4,5,8,12,1,1,1040200
1040.3,22,1,5,1,4,3,22,2,2,1040300
1040.4,23,3,3,1,8,3,17,3,3,1040400
1040.5,16,2,1,1,5,2,21,1,4,1040500
1040.6,23,0,8,3,6,3,25,2,1,1040600
1040.7,18,1,2,1,4,5,30,0,0,1040700
1040.8,23,3,3,3,6,5,17,0,0,1040800
1040.9,14,1,3,0,1,7,24,1,1,1040900
1041,21,0,2,2,3,3,18,1,1,1041000
1041.1,15,2,2,2,7,2,19,2,1,1041100
1041.2,18,1,4,3,1,4,20,1,4,1041200
1041.3,27,0,2,2,9,2,25,1,3,1041300
1041.4,16,2,1,1,5,2,25,1,3,1041400
1041.5,19,1,3,2,3,3,21,3,5,1041500
1041.6,25,2,2,3,3,1,30,1,1,1041600
1041.7,11,2,5,3,8,0,33,1,1,1041700
1041.8,22,1,3,1,3,1,23,0,2,1041800
1041.9,20,1,2,3,4,4,36,0,5,1041900
1042,25,2,5,2,6,2,15,2,1,1042000
1042.1,19,2,3,2,6,2,19,0,1,1042100
1042.2,24,2,5,5,6,5,24,1,7,1042200
1042.3,14,2,1,3,11,6,15,0,3,1042300
1042.4,24,2,2,2,3,3,20,1,0,1042400
1042.5,19,3,1,3,3,2,19,0,1,1042500
1042.6,18,2,1,0,3,3,25,1,2,1042600
1042.7,12,1,4,4,5,5,21,1,4,1042700
1042.8,21,2,2,2,3,2,29,5,2,1042800
1042.9,11,3,6,3,8,2,16,1,6,1042900
1043,17,1,6,1,4,2,20,0,1,1043000
1043.1,16,1,3,3,5,6,20,1,3,1043100
1043.2,20,3,2,4,8,2,29,1,1,1043200
1043.3,17,2,1,3,7,0,26,1,4,1043300
1043.4,15,0,2,1,7,2,20,1,3,1043400
1043.5,33,2,7,2,2,1,27,2,2,1043500
1043.6,15,2,4,3,5,5,34,2,4,1043600
1043.7,29,2,5,3,6,2,25,0,0,1043700
1043.8,15,1,2,2,4,2,20,1,2,1043800
1043.9,15,0,4,2,5,1,25,0,2,1043900
1044,17,1,2,4,5,4,22,0,2,1044000
1044.1,21,0,3,2,5,2,22,1,1,1044100
1044.2,18,0,4,0,7,4,22,2,0,1044200
1044.3,22,2,2,1,4,1,12,2,1,1044300
1044.4,17,2,4,1,4,3,23,4,3,1044400
1044.5,13,2,4,2,8,4,29,0,3,1044500
1044.6,21,0,5,1,7,4,28,2,2,1044600
1044.7,19,1,5,2,5,2,19,1,1,1044700
1044.8,12,1,4,2,5,5,22,1,3,1044800
1044.9,12,5,3,1,4,1,15,2,2,1044900
1045,24,2,3,2,4,1,18,0,6,1045000
1045.1,13,2,2,2,6,4,28,1,4,1045100
1045.2,16,4,0,0,5,3,18,3,6,1045200
1045.3,22,0,4,2,6,6,21,1,6,1045300
1045.4,19,2,5,4,5,5,26,1,2,1045400
1045.5,18,2,3,3,5,2,25,1,2,1045500
1045.6,14,1,1,1,5,2,25,2,2,1045600
1045.7,14,1,4,3,6,3,27,1,0,1045700
1045.8,18,1,3,1,5,2,28,1,3,1045800
1045.9,19,2,4,2,5,6,23,2,1,1045900
1046,12,7,3,3,6,2,29,0,5,1046000
1046.1,18,1,4,1,4,4,22,3,3,1046100
1046.2,15,2,2,1,4,5,26,0,0,1046200
1046.3,28,1,3,4,6,0,25,0,6,1046300
1046.4,14,4,4,1,5,4,23,0,0,1046400
1046.5,17,1,3,1,6,2,22,1,5,1046500
1046.6,17,1,2,1,3,4,10,1,2,1046600
1046.7,20,2,1,2,6,1,18,1,4,1046700
1046.8,15,0,5,5,2,2,16,2,1,1046800
1046.9,16,0,5,1,3,2,18,0,4,1046900
1047,17,3,3,1,2,4,21,3,4,1047000
1047.1,14,1,6,2,7,2,34,2,4,1047100
1047.2,19,1,5,2,3,2,55,0,5,1047200
1047.3,25,4,3,1,3,4,26,2,3,1047300
1047.4,18,1,2,2,9,5,15,2,4,1047400
1047.5,23,2,4,2,7,3,32,2,3,1047500
1047.6,19,2,2,1,5,4,36,0,3,1047600
1047.7,16,0,4,1,2,2,17,1,4,1047700
1047.8,19,0,3,1,5,4,20,1,3,1047800
1047.9,18,0,2,1,4,1,19,0,1,1047900
1048,14,2,0,0,5,4,18,1,1,1048000
1048.1,18,3,4,0,10,4,27,2,2,1048100
1048.2,25,1,8,2,4,7,34,2,4,1048200
1048.3,25,0,2,2,5,1,18,0,1,1048300
1048.4,18,0,2,3,5,3,20,1,0,1048400
1048.5,21,2,3,1,6,1,26,1,2,1048500
1048.6,13,1,7,2,7,2,17,1,3,1048600
1048.7,22,0,1,1,8,0,19,1,0,1048700
1048.8,25,3,5,0,5,3,21,2,0,1048800
1048.9,11,1,9,5,2,4,27,1,3,1048900
1049,25,0,6,2,4,2,22,1,3,1049000
1049.1,18,3,3,3,4,1,19,2,3,1049100
1049.2,20,6,3,3,7,4,12,2,3,1049200
1049.3,14,1,4,2,6,2,18,1,2,1049300
1049.4,22,2,4,4,2,4,26,1,1,1049400
1049.5,14,2,3,2,7,3,23,3,2,1049500
1049.6,22,2,2,1,3,2,20,0,3,1049600
1049.7,19,1,9,3,4,4,25,0,5,1049700
1049.8,27,5,4,2,2,6,11,2,1,1049800
1049.9,16,4,2,2,7,2,12,1,5,1049900
1050,21,4,2,3,2,3,16,1,1,1050000
1050.1,19,1,4,1,2,0,26,4,3,1050100
1050.2,17,0,2,1,7,1,25,1,1,1050200
1050.3,19,0,2,1,5,1,24,1,5,1050300
1050.4,26,1,1,2,8,2,34,0,2,1050400
1050.5,11,1,2,2,5,4,39,0,2,1050500
1050.6,25,4,2,1,5,5,26,1,3,1050600
1050.7,16,1,2,1,3,6,15,1,2,1050700
1050.8,24,0,7,5,3,3,17,0,4,1050800
1050.9,17,1,2,1,3,2,18,0,1,1050900
1051,8,1,0,1,3,3,31,3,1,1051000
1051.1,24,1,1,3,6,7,28,0,3,1051100
1051.2,28,3,4,2,6,5,24,1,0,1051200
1051.3,14,1,4,1,9,2,15,1,2,1051300
1051.4,19,2,5,3,4,3,15,1,2,1051400
1051.5,19,3,2,3,5,0,9,2,0,1051500
1051.6,14,3,5,1,2,1,23,0,2,1051600
1051.7,15,0,4,1,3,2,15,1,2,1051700
1051.8,18,1,1,1,6,2,32,1,1,1051800
1051.9,19,2,5,2,2,2,26,1,2,1051900
1052,22,3,2,4,5,1,35,0,3,1052000
1052.1,14,2,2,0,4,2,40,1,1,1052100
1052.2,13,1,6,2,5,5,25,0,3,1052200
1052.3,21,1,3,2,4,4,19,0,4,1052300
1052.4,25,5,5,5,3,0,22,0,6,1052400
1052.5,19,1,3,2,6,5,10,1,4,1052500
1052.6,13,1,1,0,4,1,30,4,6,1052600
1052.7,19,0,5,5,6,3,22,2,1,1052700
1052.8,15,0,3,1,6,5,14,2,2,1052800
1052.9,17,1,2,5,4,6,15,1,8,1052900
1053,19,1,3,1,2,1,46,0,0,1053000
1053.1,18,2,4,4,2,3,33,0,6,1053100
1053.2,25,2,4,3,3,8,31,0,2,1053200
1053.3,17,2,1,3,2,2,28,0,2,1053300
1053.4,18,1,1,3,6,4,30,1,2,1053400
1053.5,22,1,12,2,4,5,28,1,4,1053500
1053.6,19,1,2,0,3,2,40,4,1,1053600
1053.7,17,1,5,5,2,0,23,1,2,1053700
1053.8,17,4,1,2,6,3,21,3,3,1053800
1053.9,24,1,3,2,5,1,27,2,0,1053900
1054,17,3,5,1,6,1,33,2,1,1054000
1054.1,22,1,6,1,5,5,32,1,2,1054100
1054.2,31,3,2,1,3,5,19,1,1,1054200
1054.3,23,1,1,1,1,3,30,3,5,1054300
1054.4,11,0,3,4,8,1,15,0,3,1054400
1054.5,18,1,3,2,7,1,24,1,2,1054500
1054.6,19,0,3,2,6,2,20,1,2,1054600
1054.7,20,1,4,3,4,4,22,1,3,1054700
1054.8,10,2,3,0,5,7,55,1,2,1054800
1054.9,23,0,7,2,3,1,24,1,3,1054900
1055,15,3,8,2,4,1,17,0,1,1055000
1055.1,15,1,6,3,2,2,19,1,3,1055100
1055.2,18,1,3,1,5,6,24,2,3,1055200
1055.3,18,1,6,1,5,7,24,0,3,1055300
1055.4,20,0,1,1,0,5,17,1,6,1055400
1055.5,21,0,4,1,9,5,23,1,2,1055500
1055.6,17,1,3,1,3,6,18,3,3,1055600
1055.7,16,2,2,0,5,2,23,1,0,1055700
1055.8,15,0,3,4,4,2,17,1,1,1055800
1055.9,20,0,1,2,4,2,18,2,6,1055900
1056,19,1,1,3,4,1,28,2,2,1056000
1056.1,17,2,2,5,3,2,18,0,2,1056100
1056.2,22,1,5,1,5,4,22,1,3,1056200
1056.3,17,0,1,1,5,1,21,0,3,1056300
1056.4,26,0,6,2,4,2,20,1,2,1056400
1056.5,20,0,5,3,8,5,30,1,2,1056500
1056.6,19,0,4,4,8,3,33,1,2,1056600
1056.7,17,0,2,5,6,3,16,1,1,1056700
1056.8,21,2,4,2,4,4,22,1,4,1056800
1056.9,19,2,3,0,2,0,24,0,0,1056900
1057,26,2,2,4,1,6,15,1,6,1057000
1057.1,17,0,2,3,2,2,21,1,1,1057100
1057.2,18,0,2,4,7,4,27,0,2,1057200
1057.3,15,2,3,5,5,0,11,2,1,1057300
1057.4,18,0,4,1,1,2,21,0,4,1057400
1057.5,25,5,5,2,2,2,21,2,3,1057500
1057.6,20,2,4,0,4,1,17,0,1,1057600
1057.7,13,1,7,2,7,6,25,0,3,1057700
1057.8,14,2,6,1,3,4,18,0,3,1057800
1057.9,18,3,2,3,5,3,26,1,0,1057900
1058,18,3,1,2,2,2,18,2,2,1058000
1058.1,16,1,2,1,6,1,17,2,0,1058100
1058.2,16,0,1,1,4,3,17,0,6,1058200
1058.3,21,1,2,3,0,4,24,3,2,1058300
1058.4,17,3,2,1,5,6,23,4,3,1058400
1058.5,23,2,6,3,4,2,24,1,3,1058500
1058.6,16,0,5,2,4,1,25,0,3,1058600
1058.7,21,3,2,0,9,5,20,0,1,1058700
1058.8,23,2,5,1,11,3,19,1,4,1058800
1058.9,16,0,4,2,2,4,11,0,3,1058900
1059,15,1,4,4,7,3,27,1,3,1059000
1059.1,12,3,2,0,4,1,10,0,3,1059100
1059.2,26,3,1,2,5,2,20,2,5,1059200
1059.3,18,1,5,4,4,4,20,1,6,1059300
1059.4,13,1,7,2,6,4,23,1,3,1059400
1059.5,21,1,1,2,3,7,10,0,2,1059500
1059.6,14,4,3,3,10,1,23,0,2,1059600
1059.7,26,1,3,4,4,4,29,2,0,1059700
1059.8,20,2,4,3,8,5,20,0,3,1059800
1059.9,21,3,6,3,0,4,17,0,2,1059900
1060,22,3,7,3,2,5,26,1,4,1060000
1060.1,24,0,5,1,3,5,17,0,3,1060100
1060.2,15,1,4,2,5,2,28,2,2,1060200
1060.3,12,0,2,1,5,3,22,2,9,1060300
1060.4,22,1,0,1,6,4,26,2,2,1060400
1060.5,22,2,2,2,3,2,30,1,4,1060500
1060.6,17,0,1,2,3,2,35,0,3,1060600
1060.7,24,1,3,2,6,3,10,0,5,1060700
1060.8,18,2,1,4,7,3,23,0,5,1060800
1060.9,16,0,5,2,3,4,12,0,3,1060900
1061,13,4,7,3,3,0,21,1,3,1061000
1061.1,12,3,2,3,4,5,20,0,1,1061100
1061.2,22,2,5,1,6,5,13,1,6,1061200
1061.3,19,1,4,3,1,3,30,0,3,1061300
1061.4,14,2,3,3,1,3,18,2,1,1061400
1061.5,13,2,5,3,8,1,20,2,4,1061500
1061.6,24,1,4,2,7,3,32,0,2,1061600
1061.7,19,2,4,0,8,2,31,1,3,1061700
1061.8,20,0,3,2,4,1,13,1,1,1061800
1061.9,17,1,2,0,5,6,31,2,1,1061900
1062,17,0,0,2,8,2,24,1,3,1062000
1062.1,19,1,4,2,6,1,24,1,0,1062100
1062.2,22,2,3,3,4,5,24,0,1,1062200
1062.3,18,1,2,2,5,3,23,2,2,1062300
1062.4,20,0,1,0,3,2,17,3,0,1062400
1062.5,15,1,7,4,6,7,23,0,1,1062500
1062.6,24,1,4,4,7,2,15,1,2,1062600
1062.7,25,0,2,2,3,3,21,1,3,1062700
1062.8,18,2,1,3,3,2,20,1,3,1062800
1062.9,17,0,6,3,5,2,10,2,2,1062900
1063,21,1,2,3,2,4,20,0,2,1063000
1063.1,17,1,1,1,5,3,26,2,5,1063100
1063.2,24,0,3,2,4,2,20,0,0,1063200
1063.3,20,0,3,1,3,3,18,2,3,1063300
1063.4,17,1,1,1,2,3,26,2,2,1063400
1063.5,22,2,4,2,10,2,19,1,1,1063500
1063.6,15,1,4,4,4,2,23,0,3,1063600
1063.7,21,2,3,1,6,4,25,1,0,1063700
1063.8,16,0,7,1,8,5,20,1,1,1063800
1063.9,17,0,2,2,6,0,29,0,1,1063900
1064,21,0,5,2,2,1,22,3,3,1064000
1064.1,24,3,2,2,9,1,36,1,5,1064100
1064.2,23,1,4,1,5,4,24,0,2,1064200
1064.3,23,3,0,2,5,2,28,2,2,1064300
1064.4,13,1,1,0,7,5,20,0,1,1064400
1064.5,19,1,3,2,6,2,26,2,1,1064500
1064.6,15,1,4,3,5,5,13,1,2,1064600
1064.7,18,2,2,2,5,2,22,2,2,1064700
1064.8,16,0,3,6,3,3,26,1,2,1064800
1064.9,15,3,3,1,2,3,76,0,2,1064900
1065,20,0,3,0,7,4,28,2,0,1065000
1065.1,16,0,4,3,3,0,33,1,2,1065100
1065.2,12,1,3,1,8,2,32,3,1,1065200
1065.3,20,1,3,1,2,2,19,2,3,1065300
1065.4,29,1,1,5,4,4,26,1,2,1065400
1065.5,24,3,4,1,4,3,28,2,1,1065500
1065.6,14,2,3,2,9,2,15,2,5,1065600
1065.7,16,3,8,3,7,4,20,0,1,1065700
1065.8,21,3,7,2,7,3,38,1,1,1065800
1065.9,17,1,1,2,4,0,20,1,0,1065900
1066,25,2,3,1,4,3,25,1,2,1066000
1066.1,24,0,5,2,2,2,13,2,0,1066100
1066.2,18,3,3,4,1,3,20,2,5,1066200
1066.3,15,0,3,1,7,3,20,0,5,1066300
1066.4,14,0,2,3,1,5,17,1,1,1066400
1066.5,18,1,4,3,7,4,17,0,3,1066500
1066.6,22,0,5,2,4,3,21,2,2,1066600
1066.7,25,2,3,1,6,2,17,0,1,1066700
1066.8,16,0,1,1,3,2,15,1,1,1066800
1066.9,20,3,1,2,8,3,16,2,3,1066900
1067,16,1,0,3,2,2,32,1,3,1067000
1067.1,15,2,0,3,6,6,18,0,2,1067100
1067.2,16,1,8,3,5,4,30,2,0,1067200
1067.3,23,1,3,3,11,3,24,1,1,1067300
1067.4,23,1,4,0,5,5,22,1,2,1067400
1067.5,19,2,3,5,3,5,20,2,1,1067500
1067.6,24,6,3,4,2,4,28,1,1,1067600
1067.7,26,1,3,4,1,4,23,2,7,1067700
1067.8,20,3,3,3,6,3,25,1,4,1067800
1067.9,19,1,2,3,4,6,27,3,2,1067900
1068,21,1,4,3,3,4,25,0,0,1068000
1068.1,19,3,4,4,7,2,22,0,2,1068100
1068.2,22,1,5,2,6,6,17,3,2,1068200
1068.3,20,1,4,4,5,2,9,2,4,1068300
1068.4,23,0,4,0,3,1,14,1,2,1068400
1068.5,21,1,1,8,3,3,22,2,0,1068500
1068.6,19,2,4,2,7,1,21,1,3,1068600
1068.7,32,2,4,3,4,6,21,0,1,1068700
1068.8,19,4,3,4,5,1,25,2,2,1068800
1068.9,24,1,8,1,5,0,25,1,2,1068900
